1,2.17,12.28,1
0,2.17,68.19,4
1,2.17,56.11,4
0,2.16,72.17,4
1,2.16,28.13,2
1,2.16,14.08,1
0,2.15,22.02,4
1,2.15,44.12,3
0,2.15,22.18,4
1,2.15,29.1,2
1,2.15,14.07,1
0,2.15,74.19,4
1,2.14,14.2,1
1,2.14,28.23,2
0,2.14,36.19,2
1,2.14,56.17,4
0,2.14,10.06,3
1,2.14,28.21,2
0,2.14,16.26,1
0,2.14,15.19,1
1,2.14,42.09,3
0,2.13,37.27,2
0,2.13,18.15,1
1,2.13,59,4
0,2.13,5.27,4
1,2.13,57.13,4
0,2.13,5.02,4
0,2.13,4.24,4
0,2.13,4.27,4
0,2.13,4.26,4
0,2.13,4.27,4
0,2.13,4.29,4
0,2.13,4.29,4
0,2.13,5,4
0,2.13,4.29,4
0,2.13,5,4
0,2.13,5,4
0,2.13,4.28,4
0,2.13,5.01,4
0,2.13,5,4
0,2.13,5.05,4
0,2.13,5.06,4
0,2.13,4.29,4
0,2.13,4.07,4
0,2.13,5.12,4
0,2.13,5.03,4
0,2.12,5.03,4
0,2.12,5,4
0,2.12,5,4
0,2.12,2.15,2
0,2.12,3.22,3
0,2.12,4.27,4
0,2.12,4.27,4
0,2.12,3.23,3
0,2.12,1.09,1
0,2.12,1.07,1
0,2.12,1.01,1
0,2.12,3.16,4
0,2.12,5.12,3
0,2.12,7.04,4
0,2.12,7.08,4
0,2.12,7.02,4
0,2.11,6.29,4
0,2.11,7.11,4
0,2.11,16.14,3
0,2.11,4.14,3
0,2.11,4.22,2
0,2.11,7.01,3
0,2.11,6.29,3
0,2.11,6.27,3
0,2.11,7.01,3
0,2.11,7.01,3
0,2.11,7.02,3
0,2.11,7,3
0,2.11,6.26,3
0,2.11,7,3
0,2.11,7.06,3
0,2.11,7.01,3
0,2.1,6.29,3
0,2.1,9.1,4
0,2.1,7.03,3
0,2.1,7.01,3
0,2.1,7.05,3
0,2.1,7.07,3
0,2.1,7,3
0,2.09,7.01,3
0,2.09,7,3
0,2.09,9.13,4
0,2.09,7.03,3
0,2.09,2.25,4
0,2.09,2.26,4
0,2.09,2.26,4
0,2.09,2.05,3
0,2.09,2.04,3
0,2.09,2.04,3
0,2.09,2.03,4
0,2.09,3,4
0,2.09,3.04,4
0,2.09,2.13,3
